,age,cageID,larv_adult,larvalTreat,adultTreat,status,sex
1254,43,LP_LP2,LP_LP,LP,LP,1,F
1255,43,LP_LP2,LP_LP,LP,LP,1,F
1256,43,LP_LP2,LP_LP,LP,LP,1,F
1257,43,LP_LP2,LP_LP,LP,LP,1,F
1258,43,LP_LP2,LP_LP,LP,LP,1,F
1259,43,LP_LP2,LP_LP,LP,LP,1,F
1260,43,LP_LP2,LP_LP,LP,LP,1,F
1261,43,LP_LP2,LP_LP,LP,LP,1,F
1262,43,LP_LP2,LP_LP,LP,LP,1,F
1263,43,LP_LP2,LP_LP,LP,LP,1,F
1264,43,LP_LP2,LP_LP,LP,LP,1,F
1265,43,LP_LP2,LP_LP,LP,LP,1,F
1266,43,LP_LP2,LP_LP,LP,LP,1,F
1267,43,LP_LP2,LP_LP,LP,LP,1,F
1268,43,LP_LP2,LP_LP,LP,LP,1,F
1269,43,LP_LP2,LP_LP,LP,LP,1,F
1270,43,LP_LP2,LP_LP,LP,LP,1,F
1271,43,LP_LP2,LP_LP,LP,LP,1,F
1272,43,LP_LP2,LP_LP,LP,LP,1,F
1273,43,LP_LP2,LP_LP,LP,LP,1,F
2608,43,LP_LP1,LP_LP,LP,LP,1,M
2609,43,LP_LP1,LP_LP,LP,LP,1,M
2610,43,LP_LP1,LP_LP,LP,LP,1,M
2611,43,LP_LP1,LP_LP,LP,LP,1,M
2620,43,LP_LP2,LP_LP,LP,LP,1,M
2621,43,LP_LP2,LP_LP,LP,LP,1,M
2622,43,LP_LP2,LP_LP,LP,LP,1,M
2623,43,LP_LP2,LP_LP,LP,LP,1,M
2624,43,LP_LP2,LP_LP,LP,LP,1,M
2625,43,LP_LP2,LP_LP,LP,LP,1,M
2626,43,LP_LP2,LP_LP,LP,LP,1,M
1328,45,HP_HP1,HP_HP,HP,HP,1,F
1329,45,HP_HP1,HP_HP,HP,HP,1,F
1330,45,HP_HP1,HP_HP,HP,HP,1,F
1331,45,HP_HP1,HP_HP,HP,HP,1,F
1332,45,HP_HP1,HP_HP,HP,HP,1,F
1333,45,HP_HP1,HP_HP,HP,HP,1,F
1368,45,HP_HP2,HP_HP,HP,HP,1,F
1369,45,HP_HP2,HP_HP,HP,HP,1,F
1370,45,HP_HP2,HP_HP,HP,HP,1,F
1371,45,HP_HP2,HP_HP,HP,HP,1,F
1874,45,HP_HP1,HP_HP,HP,HP,0,F
2644,45,HP_HP1,HP_HP,HP,HP,1,M
2645,45,HP_HP1,HP_HP,HP,HP,1,M
2646,45,HP_HP1,HP_HP,HP,HP,1,M
2647,45,HP_HP1,HP_HP,HP,HP,1,M
2667,45,HP_HP2,HP_HP,HP,HP,1,M
2668,45,HP_HP2,HP_HP,HP,HP,1,M
2669,45,HP_HP2,HP_HP,HP,HP,1,M
2670,45,HP_HP2,HP_HP,HP,HP,1,M
3052,45,HP_HP1,HP_HP,HP,HP,0,M
3053,45,HP_HP1,HP_HP,HP,HP,0,M
3054,45,HP_HP1,HP_HP,HP,HP,0,M
3057,45,HP_HP2,HP_HP,HP,HP,0,M
1334,45,HP_LP1,HP_LP,HP,LP,1,F
1335,45,HP_LP1,HP_LP,HP,LP,1,F
1336,45,HP_LP1,HP_LP,HP,LP,1,F
1359,45,HP_LP2,HP_LP,HP,LP,1,F
1360,45,HP_LP2,HP_LP,HP,LP,1,F
1361,45,HP_LP2,HP_LP,HP,LP,1,F
1362,45,HP_LP2,HP_LP,HP,LP,1,F
1363,45,HP_LP2,HP_LP,HP,LP,1,F
1364,45,HP_LP2,HP_LP,HP,LP,1,F
1365,45,HP_LP2,HP_LP,HP,LP,1,F
1366,45,HP_LP2,HP_LP,HP,LP,1,F
1367,45,HP_LP2,HP_LP,HP,LP,1,F
1876,45,HP_LP2,HP_LP,HP,LP,0,F
2648,45,HP_LP1,HP_LP,HP,LP,1,M
2649,45,HP_LP1,HP_LP,HP,LP,1,M
2650,45,HP_LP1,HP_LP,HP,LP,1,M
2662,45,HP_LP2,HP_LP,HP,LP,1,M
2663,45,HP_LP2,HP_LP,HP,LP,1,M
2664,45,HP_LP2,HP_LP,HP,LP,1,M
2665,45,HP_LP2,HP_LP,HP,LP,1,M
2666,45,HP_LP2,HP_LP,HP,LP,1,M
3056,45,HP_LP2,HP_LP,HP,LP,0,M
1323,45,LP_HP1,LP_HP,LP,HP,1,F
1324,45,LP_HP1,LP_HP,LP,HP,1,F
1325,45,LP_HP1,LP_HP,LP,HP,1,F
1326,45,LP_HP1,LP_HP,LP,HP,1,F
1327,45,LP_HP1,LP_HP,LP,HP,1,F
1349,45,LP_HP2,LP_HP,LP,HP,1,F
1350,45,LP_HP2,LP_HP,LP,HP,1,F
1351,45,LP_HP2,LP_HP,LP,HP,1,F
1352,45,LP_HP2,LP_HP,LP,HP,1,F
1353,45,LP_HP2,LP_HP,LP,HP,1,F
1354,45,LP_HP2,LP_HP,LP,HP,1,F
1355,45,LP_HP2,LP_HP,LP,HP,1,F
1356,45,LP_HP2,LP_HP,LP,HP,1,F
1357,45,LP_HP2,LP_HP,LP,HP,1,F
1358,45,LP_HP2,LP_HP,LP,HP,1,F
1875,45,LP_HP2,LP_HP,LP,HP,0,F
2654,45,LP_HP2,LP_HP,LP,HP,1,M
2655,45,LP_HP2,LP_HP,LP,HP,1,M
2656,45,LP_HP2,LP_HP,LP,HP,1,M
2657,45,LP_HP2,LP_HP,LP,HP,1,M
2658,45,LP_HP2,LP_HP,LP,HP,1,M
2659,45,LP_HP2,LP_HP,LP,HP,1,M
2660,45,LP_HP2,LP_HP,LP,HP,1,M
2661,45,LP_HP2,LP_HP,LP,HP,1,M
3055,45,LP_HP2,LP_HP,LP,HP,0,M
1317,45,LP_LP1,LP_LP,LP,LP,1,F
1318,45,LP_LP1,LP_LP,LP,LP,1,F
1319,45,LP_LP1,LP_LP,LP,LP,1,F
1320,45,LP_LP1,LP_LP,LP,LP,1,F
1321,45,LP_LP1,LP_LP,LP,LP,1,F
1322,45,LP_LP1,LP_LP,LP,LP,1,F
1337,45,LP_LP2,LP_LP,LP,LP,1,F
1338,45,LP_LP2,LP_LP,LP,LP,1,F
1339,45,LP_LP2,LP_LP,LP,LP,1,F
1340,45,LP_LP2,LP_LP,LP,LP,1,F
1341,45,LP_LP2,LP_LP,LP,LP,1,F
1342,45,LP_LP2,LP_LP,LP,LP,1,F
1343,45,LP_LP2,LP_LP,LP,LP,1,F
1344,45,LP_LP2,LP_LP,LP,LP,1,F
1345,45,LP_LP2,LP_LP,LP,LP,1,F
1346,45,LP_LP2,LP_LP,LP,LP,1,F
1347,45,LP_LP2,LP_LP,LP,LP,1,F
1348,45,LP_LP2,LP_LP,LP,LP,1,F
2641,45,LP_LP1,LP_LP,LP,LP,1,M
2642,45,LP_LP1,LP_LP,LP,LP,1,M
2643,45,LP_LP1,LP_LP,LP,LP,1,M
2651,45,LP_LP2,LP_LP,LP,LP,1,M
2652,45,LP_LP2,LP_LP,LP,LP,1,M
2653,45,LP_LP2,LP_LP,LP,LP,1,M
3051,45,LP_LP1,LP_LP,LP,LP,0,M
1401,47,HP_HP1,HP_HP,HP,HP,1,F
1449,47,HP_HP2,HP_HP,HP,HP,1,F
1450,47,HP_HP2,HP_HP,HP,HP,1,F
1451,47,HP_HP2,HP_HP,HP,HP,1,F
1452,47,HP_HP2,HP_HP,HP,HP,1,F
1453,47,HP_HP2,HP_HP,HP,HP,1,F
1454,47,HP_HP2,HP_HP,HP,HP,1,F
1455,47,HP_HP2,HP_HP,HP,HP,1,F
1456,47,HP_HP2,HP_HP,HP,HP,1,F
1457,47,HP_HP2,HP_HP,HP,HP,1,F
1458,47,HP_HP2,HP_HP,HP,HP,1,F
1459,47,HP_HP2,HP_HP,HP,HP,1,F
1883,47,HP_HP2,HP_HP,HP,HP,0,F
2675,47,HP_HP1,HP_HP,HP,HP,1,M
2694,47,HP_HP2,HP_HP,HP,HP,1,M
2695,47,HP_HP2,HP_HP,HP,HP,1,M
2696,47,HP_HP2,HP_HP,HP,HP,1,M
1402,47,HP_LP1,HP_LP,HP,LP,1,F
1403,47,HP_LP1,HP_LP,HP,LP,1,F
1404,47,HP_LP1,HP_LP,HP,LP,1,F
1433,47,HP_LP2,HP_LP,HP,LP,1,F
1434,47,HP_LP2,HP_LP,HP,LP,1,F
1435,47,HP_LP2,HP_LP,HP,LP,1,F
1436,47,HP_LP2,HP_LP,HP,LP,1,F
1437,47,HP_LP2,HP_LP,HP,LP,1,F
1438,47,HP_LP2,HP_LP,HP,LP,1,F
1439,47,HP_LP2,HP_LP,HP,LP,1,F
1440,47,HP_LP2,HP_LP,HP,LP,1,F
1441,47,HP_LP2,HP_LP,HP,LP,1,F
1442,47,HP_LP2,HP_LP,HP,LP,1,F
1443,47,HP_LP2,HP_LP,HP,LP,1,F
1444,47,HP_LP2,HP_LP,HP,LP,1,F
1445,47,HP_LP2,HP_LP,HP,LP,1,F
1446,47,HP_LP2,HP_LP,HP,LP,1,F
1447,47,HP_LP2,HP_LP,HP,LP,1,F
1448,47,HP_LP2,HP_LP,HP,LP,1,F
1879,47,HP_LP1,HP_LP,HP,LP,0,F
1880,47,HP_LP1,HP_LP,HP,LP,0,F
1881,47,HP_LP1,HP_LP,HP,LP,0,F
1882,47,HP_LP2,HP_LP,HP,LP,0,F
2676,47,HP_LP1,HP_LP,HP,LP,1,M
2677,47,HP_LP1,HP_LP,HP,LP,1,M
2678,47,HP_LP1,HP_LP,HP,LP,1,M
2690,47,HP_LP2,HP_LP,HP,LP,1,M
2691,47,HP_LP2,HP_LP,HP,LP,1,M
2692,47,HP_LP2,HP_LP,HP,LP,1,M
2693,47,HP_LP2,HP_LP,HP,LP,1,M
3059,47,HP_LP1,HP_LP,HP,LP,0,M
3060,47,HP_LP1,HP_LP,HP,LP,0,M
3061,47,HP_LP1,HP_LP,HP,LP,0,M
3063,47,HP_LP2,HP_LP,HP,LP,0,M
3064,47,HP_LP2,HP_LP,HP,LP,0,M
1377,47,LP_HP1,LP_HP,LP,HP,1,F
1378,47,LP_HP1,LP_HP,LP,HP,1,F
1379,47,LP_HP1,LP_HP,LP,HP,1,F
1380,47,LP_HP1,LP_HP,LP,HP,1,F
1381,47,LP_HP1,LP_HP,LP,HP,1,F
1382,47,LP_HP1,LP_HP,LP,HP,1,F
1383,47,LP_HP1,LP_HP,LP,HP,1,F
1384,47,LP_HP1,LP_HP,LP,HP,1,F
1385,47,LP_HP1,LP_HP,LP,HP,1,F
1386,47,LP_HP1,LP_HP,LP,HP,1,F
1387,47,LP_HP1,LP_HP,LP,HP,1,F
1388,47,LP_HP1,LP_HP,LP,HP,1,F
1389,47,LP_HP1,LP_HP,LP,HP,1,F
1390,47,LP_HP1,LP_HP,LP,HP,1,F
1391,47,LP_HP1,LP_HP,LP,HP,1,F
1392,47,LP_HP1,LP_HP,LP,HP,1,F
1393,47,LP_HP1,LP_HP,LP,HP,1,F
1394,47,LP_HP1,LP_HP,LP,HP,1,F
1395,47,LP_HP1,LP_HP,LP,HP,1,F
1396,47,LP_HP1,LP_HP,LP,HP,1,F
1397,47,LP_HP1,LP_HP,LP,HP,1,F
1398,47,LP_HP1,LP_HP,LP,HP,1,F
1399,47,LP_HP1,LP_HP,LP,HP,1,F
1400,47,LP_HP1,LP_HP,LP,HP,1,F
1422,47,LP_HP2,LP_HP,LP,HP,1,F
1423,47,LP_HP2,LP_HP,LP,HP,1,F
1424,47,LP_HP2,LP_HP,LP,HP,1,F
1425,47,LP_HP2,LP_HP,LP,HP,1,F
1426,47,LP_HP2,LP_HP,LP,HP,1,F
1427,47,LP_HP2,LP_HP,LP,HP,1,F
1428,47,LP_HP2,LP_HP,LP,HP,1,F
1429,47,LP_HP2,LP_HP,LP,HP,1,F
1430,47,LP_HP2,LP_HP,LP,HP,1,F
1431,47,LP_HP2,LP_HP,LP,HP,1,F
1432,47,LP_HP2,LP_HP,LP,HP,1,F
1878,47,LP_HP1,LP_HP,LP,HP,0,F
2673,47,LP_HP1,LP_HP,LP,HP,1,M
2674,47,LP_HP1,LP_HP,LP,HP,1,M
2684,47,LP_HP2,LP_HP,LP,HP,1,M
2685,47,LP_HP2,LP_HP,LP,HP,1,M
2686,47,LP_HP2,LP_HP,LP,HP,1,M
2687,47,LP_HP2,LP_HP,LP,HP,1,M
2688,47,LP_HP2,LP_HP,LP,HP,1,M
2689,47,LP_HP2,LP_HP,LP,HP,1,M
3062,47,LP_HP2,LP_HP,LP,HP,0,M
1372,47,LP_LP1,LP_LP,LP,LP,1,F
1373,47,LP_LP1,LP_LP,LP,LP,1,F
1374,47,LP_LP1,LP_LP,LP,LP,1,F
1375,47,LP_LP1,LP_LP,LP,LP,1,F
1376,47,LP_LP1,LP_LP,LP,LP,1,F
1405,47,LP_LP2,LP_LP,LP,LP,1,F
1406,47,LP_LP2,LP_LP,LP,LP,1,F
1407,47,LP_LP2,LP_LP,LP,LP,1,F
1408,47,LP_LP2,LP_LP,LP,LP,1,F
1409,47,LP_LP2,LP_LP,LP,LP,1,F
1410,47,LP_LP2,LP_LP,LP,LP,1,F
1411,47,LP_LP2,LP_LP,LP,LP,1,F
1412,47,LP_LP2,LP_LP,LP,LP,1,F
1413,47,LP_LP2,LP_LP,LP,LP,1,F
1414,47,LP_LP2,LP_LP,LP,LP,1,F
1415,47,LP_LP2,LP_LP,LP,LP,1,F
1416,47,LP_LP2,LP_LP,LP,LP,1,F
1417,47,LP_LP2,LP_LP,LP,LP,1,F
1418,47,LP_LP2,LP_LP,LP,LP,1,F
1419,47,LP_LP2,LP_LP,LP,LP,1,F
1420,47,LP_LP2,LP_LP,LP,LP,1,F
1421,47,LP_LP2,LP_LP,LP,LP,1,F
1877,47,LP_LP1,LP_LP,LP,LP,0,F
2671,47,LP_LP1,LP_LP,LP,LP,1,M
2672,47,LP_LP1,LP_LP,LP,LP,1,M
2679,47,LP_LP2,LP_LP,LP,LP,1,M
2680,47,LP_LP2,LP_LP,LP,LP,1,M
2681,47,LP_LP2,LP_LP,LP,LP,1,M
2682,47,LP_LP2,LP_LP,LP,LP,1,M
2683,47,LP_LP2,LP_LP,LP,LP,1,M
3058,47,LP_LP1,LP_LP,LP,LP,0,M
1476,50,HP_HP1,HP_HP,HP,HP,1,F
1477,50,HP_HP1,HP_HP,HP,HP,1,F
1478,50,HP_HP1,HP_HP,HP,HP,1,F
1479,50,HP_HP1,HP_HP,HP,HP,1,F
1480,50,HP_HP1,HP_HP,HP,HP,1,F
1481,50,HP_HP1,HP_HP,HP,HP,1,F
1482,50,HP_HP1,HP_HP,HP,HP,1,F
1483,50,HP_HP1,HP_HP,HP,HP,1,F
1529,50,HP_HP2,HP_HP,HP,HP,1,F
1530,50,HP_HP2,HP_HP,HP,HP,1,F
1531,50,HP_HP2,HP_HP,HP,HP,1,F
1532,50,HP_HP2,HP_HP,HP,HP,1,F
1533,50,HP_HP2,HP_HP,HP,HP,1,F
1534,50,HP_HP2,HP_HP,HP,HP,1,F
1535,50,HP_HP2,HP_HP,HP,HP,1,F
1536,50,HP_HP2,HP_HP,HP,HP,1,F
1537,50,HP_HP2,HP_HP,HP,HP,1,F
1538,50,HP_HP2,HP_HP,HP,HP,1,F
1539,50,HP_HP2,HP_HP,HP,HP,1,F
1540,50,HP_HP2,HP_HP,HP,HP,1,F
1541,50,HP_HP2,HP_HP,HP,HP,1,F
1542,50,HP_HP2,HP_HP,HP,HP,1,F
1543,50,HP_HP2,HP_HP,HP,HP,1,F
1544,50,HP_HP2,HP_HP,HP,HP,1,F
1885,50,HP_HP1,HP_HP,HP,HP,0,F
2703,50,HP_HP1,HP_HP,HP,HP,1,M
2704,50,HP_HP1,HP_HP,HP,HP,1,M
2705,50,HP_HP1,HP_HP,HP,HP,1,M
2706,50,HP_HP1,HP_HP,HP,HP,1,M
2735,50,HP_HP2,HP_HP,HP,HP,1,M
2736,50,HP_HP2,HP_HP,HP,HP,1,M
2737,50,HP_HP2,HP_HP,HP,HP,1,M
1484,50,HP_LP1,HP_LP,HP,LP,1,F
1485,50,HP_LP1,HP_LP,HP,LP,1,F
1486,50,HP_LP1,HP_LP,HP,LP,1,F
1522,50,HP_LP2,HP_LP,HP,LP,1,F
1523,50,HP_LP2,HP_LP,HP,LP,1,F
1524,50,HP_LP2,HP_LP,HP,LP,1,F
1525,50,HP_LP2,HP_LP,HP,LP,1,F
1526,50,HP_LP2,HP_LP,HP,LP,1,F
1527,50,HP_LP2,HP_LP,HP,LP,1,F
1528,50,HP_LP2,HP_LP,HP,LP,1,F
1886,50,HP_LP1,HP_LP,HP,LP,0,F
1891,50,HP_LP2,HP_LP,HP,LP,0,F
1892,50,HP_LP2,HP_LP,HP,LP,0,F
2707,50,HP_LP1,HP_LP,HP,LP,1,M
2708,50,HP_LP1,HP_LP,HP,LP,1,M
2724,50,HP_LP2,HP_LP,HP,LP,1,M
2725,50,HP_LP2,HP_LP,HP,LP,1,M
2726,50,HP_LP2,HP_LP,HP,LP,1,M
2727,50,HP_LP2,HP_LP,HP,LP,1,M
2728,50,HP_LP2,HP_LP,HP,LP,1,M
2729,50,HP_LP2,HP_LP,HP,LP,1,M
2730,50,HP_LP2,HP_LP,HP,LP,1,M
2731,50,HP_LP2,HP_LP,HP,LP,1,M
2732,50,HP_LP2,HP_LP,HP,LP,1,M
2733,50,HP_LP2,HP_LP,HP,LP,1,M
2734,50,HP_LP2,HP_LP,HP,LP,1,M
3070,50,HP_LP2,HP_LP,HP,LP,0,M
1470,50,LP_HP1,LP_HP,LP,HP,1,F
1471,50,LP_HP1,LP_HP,LP,HP,1,F
1472,50,LP_HP1,LP_HP,LP,HP,1,F
1473,50,LP_HP1,LP_HP,LP,HP,1,F
1474,50,LP_HP1,LP_HP,LP,HP,1,F
1475,50,LP_HP1,LP_HP,LP,HP,1,F
1505,50,LP_HP2,LP_HP,LP,HP,1,F
1506,50,LP_HP2,LP_HP,LP,HP,1,F
1507,50,LP_HP2,LP_HP,LP,HP,1,F
1508,50,LP_HP2,LP_HP,LP,HP,1,F
1509,50,LP_HP2,LP_HP,LP,HP,1,F
1510,50,LP_HP2,LP_HP,LP,HP,1,F
1511,50,LP_HP2,LP_HP,LP,HP,1,F
1512,50,LP_HP2,LP_HP,LP,HP,1,F
1513,50,LP_HP2,LP_HP,LP,HP,1,F
1514,50,LP_HP2,LP_HP,LP,HP,1,F
1515,50,LP_HP2,LP_HP,LP,HP,1,F
1516,50,LP_HP2,LP_HP,LP,HP,1,F
1517,50,LP_HP2,LP_HP,LP,HP,1,F
1518,50,LP_HP2,LP_HP,LP,HP,1,F
1519,50,LP_HP2,LP_HP,LP,HP,1,F
1520,50,LP_HP2,LP_HP,LP,HP,1,F
1521,50,LP_HP2,LP_HP,LP,HP,1,F
1888,50,LP_HP2,LP_HP,LP,HP,0,F
1889,50,LP_HP2,LP_HP,LP,HP,0,F
1890,50,LP_HP2,LP_HP,LP,HP,0,F
2701,50,LP_HP1,LP_HP,LP,HP,1,M
2702,50,LP_HP1,LP_HP,LP,HP,1,M
2716,50,LP_HP2,LP_HP,LP,HP,1,M
2717,50,LP_HP2,LP_HP,LP,HP,1,M
2718,50,LP_HP2,LP_HP,LP,HP,1,M
2719,50,LP_HP2,LP_HP,LP,HP,1,M
2720,50,LP_HP2,LP_HP,LP,HP,1,M
2721,50,LP_HP2,LP_HP,LP,HP,1,M
2722,50,LP_HP2,LP_HP,LP,HP,1,M
2723,50,LP_HP2,LP_HP,LP,HP,1,M
3068,50,LP_HP2,LP_HP,LP,HP,0,M
3069,50,LP_HP2,LP_HP,LP,HP,0,M
1460,50,LP_LP1,LP_LP,LP,LP,1,F
1461,50,LP_LP1,LP_LP,LP,LP,1,F
1462,50,LP_LP1,LP_LP,LP,LP,1,F
1463,50,LP_LP1,LP_LP,LP,LP,1,F
1464,50,LP_LP1,LP_LP,LP,LP,1,F
1465,50,LP_LP1,LP_LP,LP,LP,1,F
1466,50,LP_LP1,LP_LP,LP,LP,1,F
1467,50,LP_LP1,LP_LP,LP,LP,1,F
1468,50,LP_LP1,LP_LP,LP,LP,1,F
1469,50,LP_LP1,LP_LP,LP,LP,1,F
1487,50,LP_LP2,LP_LP,LP,LP,1,F
1488,50,LP_LP2,LP_LP,LP,LP,1,F
1489,50,LP_LP2,LP_LP,LP,LP,1,F
1490,50,LP_LP2,LP_LP,LP,LP,1,F
1491,50,LP_LP2,LP_LP,LP,LP,1,F
1492,50,LP_LP2,LP_LP,LP,LP,1,F
1493,50,LP_LP2,LP_LP,LP,LP,1,F
1494,50,LP_LP2,LP_LP,LP,LP,1,F
1495,50,LP_LP2,LP_LP,LP,LP,1,F
1496,50,LP_LP2,LP_LP,LP,LP,1,F
1497,50,LP_LP2,LP_LP,LP,LP,1,F
1498,50,LP_LP2,LP_LP,LP,LP,1,F
1499,50,LP_LP2,LP_LP,LP,LP,1,F
1500,50,LP_LP2,LP_LP,LP,LP,1,F
1501,50,LP_LP2,LP_LP,LP,LP,1,F
1502,50,LP_LP2,LP_LP,LP,LP,1,F
1503,50,LP_LP2,LP_LP,LP,LP,1,F
1504,50,LP_LP2,LP_LP,LP,LP,1,F
1884,50,LP_LP1,LP_LP,LP,LP,0,F
1887,50,LP_LP2,LP_LP,LP,LP,0,F
2697,50,LP_LP1,LP_LP,LP,LP,1,M
2698,50,LP_LP1,LP_LP,LP,LP,1,M
2699,50,LP_LP1,LP_LP,LP,LP,1,M
2700,50,LP_LP1,LP_LP,LP,LP,1,M
2709,50,LP_LP2,LP_LP,LP,LP,1,M
2710,50,LP_LP2,LP_LP,LP,LP,1,M
2711,50,LP_LP2,LP_LP,LP,LP,1,M
2712,50,LP_LP2,LP_LP,LP,LP,1,M
2713,50,LP_LP2,LP_LP,LP,LP,1,M
2714,50,LP_LP2,LP_LP,LP,LP,1,M
2715,50,LP_LP2,LP_LP,LP,LP,1,M
3065,50,LP_LP1,LP_LP,LP,LP,0,M
3066,50,LP_LP1,LP_LP,LP,LP,0,M
3067,50,LP_LP2,LP_LP,LP,LP,0,M
1556,52,HP_HP1,HP_HP,HP,HP,1,F
1557,52,HP_HP1,HP_HP,HP,HP,1,F
1558,52,HP_HP1,HP_HP,HP,HP,1,F
1559,52,HP_HP1,HP_HP,HP,HP,1,F
1560,52,HP_HP1,HP_HP,HP,HP,1,F
1585,52,HP_HP2,HP_HP,HP,HP,1,F
1586,52,HP_HP2,HP_HP,HP,HP,1,F
1587,52,HP_HP2,HP_HP,HP,HP,1,F
1588,52,HP_HP2,HP_HP,HP,HP,1,F
1589,52,HP_HP2,HP_HP,HP,HP,1,F
1896,52,HP_HP1,HP_HP,HP,HP,0,F
2743,52,HP_HP1,HP_HP,HP,HP,1,M
2744,52,HP_HP1,HP_HP,HP,HP,1,M
2745,52,HP_HP1,HP_HP,HP,HP,1,M
2746,52,HP_HP1,HP_HP,HP,HP,1,M
2760,52,HP_HP2,HP_HP,HP,HP,1,M
2761,52,HP_HP2,HP_HP,HP,HP,1,M
2762,52,HP_HP2,HP_HP,HP,HP,1,M
2763,52,HP_HP2,HP_HP,HP,HP,1,M
2764,52,HP_HP2,HP_HP,HP,HP,1,M
2765,52,HP_HP2,HP_HP,HP,HP,1,M
3074,52,HP_HP1,HP_HP,HP,HP,0,M
3075,52,HP_HP1,HP_HP,HP,HP,0,M
1561,52,HP_LP1,HP_LP,HP,LP,1,F
1562,52,HP_LP1,HP_LP,HP,LP,1,F
1563,52,HP_LP1,HP_LP,HP,LP,1,F
1564,52,HP_LP1,HP_LP,HP,LP,1,F
1578,52,HP_LP2,HP_LP,HP,LP,1,F
1579,52,HP_LP2,HP_LP,HP,LP,1,F
1580,52,HP_LP2,HP_LP,HP,LP,1,F
1581,52,HP_LP2,HP_LP,HP,LP,1,F
1582,52,HP_LP2,HP_LP,HP,LP,1,F
1583,52,HP_LP2,HP_LP,HP,LP,1,F
1584,52,HP_LP2,HP_LP,HP,LP,1,F
2755,52,HP_LP2,HP_LP,HP,LP,1,M
2756,52,HP_LP2,HP_LP,HP,LP,1,M
2757,52,HP_LP2,HP_LP,HP,LP,1,M
2758,52,HP_LP2,HP_LP,HP,LP,1,M
2759,52,HP_LP2,HP_LP,HP,LP,1,M
1550,52,LP_HP1,LP_HP,LP,HP,1,F
1551,52,LP_HP1,LP_HP,LP,HP,1,F
1552,52,LP_HP1,LP_HP,LP,HP,1,F
1553,52,LP_HP1,LP_HP,LP,HP,1,F
1554,52,LP_HP1,LP_HP,LP,HP,1,F
1555,52,LP_HP1,LP_HP,LP,HP,1,F
1574,52,LP_HP2,LP_HP,LP,HP,1,F
1575,52,LP_HP2,LP_HP,LP,HP,1,F
1576,52,LP_HP2,LP_HP,LP,HP,1,F
1577,52,LP_HP2,LP_HP,LP,HP,1,F
1895,52,LP_HP1,LP_HP,LP,HP,0,F
1900,52,LP_HP2,LP_HP,LP,HP,0,F
1901,52,LP_HP2,LP_HP,LP,HP,0,F
2738,52,LP_HP1,LP_HP,LP,HP,1,M
2739,52,LP_HP1,LP_HP,LP,HP,1,M
2740,52,LP_HP1,LP_HP,LP,HP,1,M
2741,52,LP_HP1,LP_HP,LP,HP,1,M
2742,52,LP_HP1,LP_HP,LP,HP,1,M
2752,52,LP_HP2,LP_HP,LP,HP,1,M
2753,52,LP_HP2,LP_HP,LP,HP,1,M
2754,52,LP_HP2,LP_HP,LP,HP,1,M
3072,52,LP_HP1,LP_HP,LP,HP,0,M
3073,52,LP_HP1,LP_HP,LP,HP,0,M
3078,52,LP_HP2,LP_HP,LP,HP,0,M
3079,52,LP_HP2,LP_HP,LP,HP,0,M
3080,52,LP_HP2,LP_HP,LP,HP,0,M
3081,52,LP_HP2,LP_HP,LP,HP,0,M
1545,52,LP_LP1,LP_LP,LP,LP,1,F
1546,52,LP_LP1,LP_LP,LP,LP,1,F
1547,52,LP_LP1,LP_LP,LP,LP,1,F
1548,52,LP_LP1,LP_LP,LP,LP,1,F
1549,52,LP_LP1,LP_LP,LP,LP,1,F
1565,52,LP_LP2,LP_LP,LP,LP,1,F
1566,52,LP_LP2,LP_LP,LP,LP,1,F
1567,52,LP_LP2,LP_LP,LP,LP,1,F
